account_id,industry,plan_tier,mrr,tenure_months,seats_purchased,active_seats_last_30d,logins_last_30d,features_adopted,avg_session_min,support_tickets_last_90d,unresolved_tickets,avg_resolution_days,nps_last_survey,churned
ACC100278,Asset Mgmt,Enterprise,8885.0,29,147,81,11,5,17.3,2,0,7.3,4.0,1
ACC100279,Brokerage,Enterprise,10702.0,23,153,130,44,9,33.3,3,0,4.5,8.0,0
ACC100280,Corporate Treasury,Starter,414.0,6,13,4,18,4,18.1,7,1,7.8,3.0,0
ACC100281,Corporate Treasury,Starter,618.0,2,3,1,19,4,19.2,4,3,7.7,4.0,0
ACC100282,Banking,Starter,430.0,43,7,4,18,6,19.5,7,0,8.6,5.0,0
ACC100283,Insurance,Starter,642.0,54,12,6,31,8,23.3,1,1,5.5,5.0,0
ACC100284,Insurance,Growth,2489.0,4,37,17,13,7,25.3,5,1,6.1,8.0,1
ACC100285,Asset Mgmt,Growth,2082.0,20,26,16,40,8,31.9,0,0,4.9,9.0,0
ACC100286,Corporate Treasury,Starter,467.0,36,13,7,15,6,27.3,0,0,6.4,6.0,0
ACC100287,Brokerage,Starter,405.0,42,4,3,18,4,17.9,2,2,10.3,5.0,0
ACC100288,Asset Mgmt,Growth,3001.0,44,34,21,23,5,21.2,3,2,7.5,5.0,0
ACC100289,Asset Mgmt,Starter,386.0,41,9,4,6,1,9.8,1,0,15.5,0.0,0
ACC100290,Asset Mgmt,Enterprise,14689.0,5,96,72,43,10,44.9,3,0,4.9,10.0,0
ACC100291,Brokerage,Starter,364.0,15,14,6,15,3,15.7,1,0,10.6,3.0,1
ACC100292,Banking,Enterprise,10557.0,28,86,52,33,8,24.7,6,0,4.5,8.0,0
ACC100293,Brokerage,Starter,392.0,4,3,1,14,4,14.4,1,1,9.9,5.0,1
ACC100294,Corporate Treasury,Enterprise,13334.0,21,148,42,3,2,19.7,5,1,12.6,0.0,1
ACC100295,Insurance,Enterprise,12089.0,23,290,147,47,10,43.9,0,0,4.5,9.0,0
ACC100296,Insurance,Enterprise,15163.0,58,133,109,25,8,36.5,3,0,4.5,5.0,0
ACC100297,Brokerage,Enterprise,11037.0,19,127,57,18,4,22.6,2,1,10.7,3.0,0
ACC100298,Corporate Treasury,Growth,1811.0,58,59,22,18,6,28.7,4,1,10.9,4.0,1
ACC100299,Asset Mgmt,Growth,2892.0,42,31,30,32,10,36.8,2,2,0.8,10.0,0
ACC100300,Banking,Growth,2619.0,41,20,7,8,2,17.2,1,1,9.1,3.0,1
ACC100301,Corporate Treasury,Starter,598.0,49,8,7,39,8,35.6,5,0,5.4,7.0,0
ACC100302,Banking,Growth,2389.0,50,42,22,6,2,17.3,3,1,9.2,0.0,1
ACC100303,Banking,Growth,2857.0,14,48,14,4,1,5.7,2,1,11.0,0.0,1
ACC100304,Brokerage,Enterprise,9632.0,25,88,34,8,4,15.8,4,0,6.9,2.0,0
ACC100305,Insurance,Growth,3249.0,32,15,10,11,3,12.9,3,3,11.1,3.0,0
ACC100306,Corporate Treasury,Starter,402.0,58,4,4,31,9,40.1,2,1,4.5,7.0,0
ACC100307,Asset Mgmt,Growth,2995.0,3,43,30,9,4,21.0,3,0,8.9,3.0,1
ACC100308,Banking,Starter,414.0,29,8,2,15,4,19.6,3,0,8.3,0.0,1
ACC100309,Banking,Starter,585.0,13,7,5,27,6,28.1,3,0,5.6,6.0,0
ACC100310,Asset Mgmt,Growth,3042.0,13,10,6,44,10,31.2,2,0,2.4,6.0,0
ACC100311,Banking,Growth,3065.0,45,33,21,34,8,37.0,3,2,8.3,6.0,0
ACC100312,Insurance,Starter,493.0,12,6,2,5,2,9.5,4,1,8.2,3.0,0
ACC100313,Asset Mgmt,Starter,479.0,47,8,7,30,8,29.9,5,0,4.4,8.0,0
ACC100314,Insurance,Starter,600.0,59,3,2,35,9,30.0,5,1,1.1,7.0,0
ACC100315,Insurance,Starter,524.0,46,12,11,36,9,34.2,3,0,5.8,8.0,0
ACC100316,Asset Mgmt,Starter,536.0,11,8,4,29,7,28.8,3,0,7.7,7.0,0
ACC100317,Insurance,Growth,2104.0,9,57,31,6,2,3.6,4,3,7.1,0.0,1
ACC100318,Banking,Starter,484.0,26,13,7,26,6,17.0,6,0,5.3,6.0,0
ACC100319,Asset Mgmt,Enterprise,11060.0,33,86,80,35,8,29.7,4,0,4.0,3.0,0
ACC100320,Brokerage,Enterprise,13190.0,46,249,185,25,7,32.5,3,1,5.4,5.0,0
ACC100321,Brokerage,Growth,2045.0,25,57,14,3,1,13.2,1,0,11.9,2.0,1
ACC100322,Insurance,Starter,472.0,10,3,2,20,5,25.3,3,0,8.1,2.0,0
ACC100323,Brokerage,Growth,3023.0,59,26,14,17,4,18.7,3,0,8.3,3.0,0
ACC100324,Insurance,Enterprise,12334.0,54,76,46,40,10,36.8,7,0,0.8,4.0,0
ACC100325,Banking,Growth,3094.0,39,37,19,20,8,30.0,1,1,5.5,4.0,0
ACC100326,Brokerage,Enterprise,10074.0,42,94,92,18,8,37.2,2,0,6.9,6.0,0
ACC100327,Insurance,Growth,2410.0,56,45,37,25,6,32.5,2,0,7.4,3.0,0
ACC100328,Corporate Treasury,Growth,2501.0,29,15,12,16,9,32.2,2,0,0.6,7.0,0
ACC100329,Corporate Treasury,Starter,470.0,9,4,2,24,8,30.2,7,0,7.9,9.0,0
ACC100330,Asset Mgmt,Growth,2777.0,36,45,26,25,7,29.5,8,1,8.6,7.0,0
ACC100331,Corporate Treasury,Starter,395.0,27,14,9,18,10,37.5,3,0,4.7,10.0,0
ACC100332,Insurance,Growth,2529.0,48,21,18,35,10,33.9,1,0,5.9,9.0,0
ACC100333,Asset Mgmt,Enterprise,9399.0,46,98,70,20,9,35.9,3,0,5.1,6.0,0
ACC100334,Asset Mgmt,Starter,539.0,28,8,4,16,6,22.0,1,0,8.1,7.0,0
ACC100335,Corporate Treasury,Growth,2995.0,22,44,44,52,10,43.5,3,0,2.1,9.0,0
ACC100336,Asset Mgmt,Starter,356.0,25,13,13,41,12,50.8,4,0,4.0,10.0,0
ACC100337,Banking,Growth,2435.0,38,30,11,18,4,15.6,3,1,4.5,4.0,0
ACC100338,Brokerage,Starter,498.0,38,4,1,4,1,17.2,3,0,10.7,2.0,0
ACC100339,Asset Mgmt,Enterprise,13586.0,31,216,185,46,11,40.0,4,2,4.9,9.0,1
ACC100340,Corporate Treasury,Starter,372.0,32,7,4,12,7,24.3,1,0,9.2,4.0,0
ACC100341,Corporate Treasury,Enterprise,11323.0,59,150,61,7,3,17.8,2,2,10.5,1.0,0
ACC100342,Brokerage,Enterprise,14055.0,15,235,69,8,3,10.6,1,1,11.9,1.0,1
ACC100343,Corporate Treasury,Growth,2548.0,11,56,21,12,6,28.5,2,0,6.8,1.0,0
ACC100344,Corporate Treasury,Growth,2875.0,48,27,15,16,3,17.0,3,0,10.6,2.0,0
ACC100345,Brokerage,Growth,2296.0,56,17,9,20,6,22.8,3,0,8.5,6.0,1
ACC100346,Brokerage,Enterprise,15025.0,36,170,141,30,8,30.0,3,0,0.5,8.0,0
ACC100347,Banking,Starter,373.0,24,5,1,5,2,5.9,2,1,12.3,0.0,0
ACC100348,Corporate Treasury,Growth,1887.0,21,59,23,2,1,12.7,4,4,11.6,0.0,1
ACC100349,Banking,Starter,509.0,28,5,3,25,5,21.1,1,1,8.1,3.0,0
ACC100350,Brokerage,Growth,2456.0,4,12,9,23,6,26.1,3,1,8.9,5.0,0
ACC100351,Banking,Starter,542.0,32,11,6,16,8,31.0,6,0,4.4,4.0,0
ACC100352,Asset Mgmt,Growth,2094.0,16,30,13,7,2,11.5,4,1,10.2,1.0,1
ACC100353,Banking,Growth,2089.0,16,14,13,13,8,32.2,2,0,5.8,5.0,0
ACC100354,Corporate Treasury,Growth,2874.0,34,11,6,29,7,32.2,2,0,6.6,7.0,0
ACC100355,Banking,Growth,2188.0,57,42,23,32,9,36.8,3,0,0.5,5.0,0
ACC100356,Banking,Growth,2841.0,13,51,33,42,9,33.7,4,0,5.9,8.0,0
ACC100357,Insurance,Growth,2711.0,54,21,17,27,6,18.4,4,1,8.7,6.0,0
ACC100358,Brokerage,Growth,1875.0,31,36,17,14,7,26.2,3,2,3.3,4.0,0
ACC100359,Insurance,Growth,2817.0,58,38,16,11,6,22.9,4,1,5.7,4.0,0
ACC100360,Insurance,Enterprise,14733.0,23,124,100,26,5,23.4,3,0,9.7,3.0,0
ACC100361,Corporate Treasury,Starter,595.0,59,13,6,13,4,8.8,5,1,6.9,5.0,0
ACC100362,Insurance,Starter,353.0,39,6,3,26,8,35.4,0,0,8.2,9.0,0
ACC100363,Asset Mgmt,Starter,512.0,40,10,9,39,11,43.4,1,0,0.9,10.0,0
ACC100364,Insurance,Growth,3120.0,34,58,13,5,1,7.0,2,2,12.7,2.0,1
ACC100365,Banking,Growth,2648.0,27,11,7,28,8,25.7,2,2,3.7,8.0,0
ACC100366,Asset Mgmt,Growth,2185.0,31,58,24,36,7,26.1,4,2,7.5,7.0,0
ACC100367,Corporate Treasury,Growth,2042.0,51,17,12,28,8,23.9,2,0,6.1,9.0,0
ACC100368,Asset Mgmt,Starter,555.0,47,7,3,8,3,12.9,2,1,10.1,2.0,1
ACC100369,Banking,Enterprise,13953.0,2,294,66,3,1,8.8,0,0,8.8,0.0,1
ACC100370,Banking,Growth,3119.0,41,16,8,21,4,23.9,2,0,8.4,3.0,0
ACC100371,Brokerage,Starter,622.0,50,4,3,15,4,21.3,4,1,6.9,4.0,0
ACC100372,Asset Mgmt,Starter,452.0,44,11,7,30,9,39.8,5,0,3.1,7.0,0
ACC100373,Banking,Starter,531.0,30,9,8,13,7,29.5,2,0,8.7,8.0,0
ACC100374,Corporate Treasury,Starter,380.0,20,14,11,27,6,19.3,2,1,13.0,3.0,0
ACC100375,Insurance,Starter,378.0,40,7,3,17,5,31.6,3,2,6.0,6.0,0
ACC100376,Insurance,Enterprise,8915.0,40,224,186,48,10,35.6,2,0,4.8,6.0,0
ACC100377,Brokerage,Growth,3141.0,23,17,12,11,5,14.1,1,1,9.7,5.0,1
ACC100378,Asset Mgmt,Starter,396.0,24,9,7,22,8,32.5,4,0,4.1,5.0,0
ACC100379,Insurance,Growth,2473.0,22,42,42,25,11,32.4,1,0,1.4,7.0,0
ACC100380,Corporate Treasury,Growth,2400.0,3,20,11,21,7,29.0,3,0,5.9,6.0,0
ACC100381,Corporate Treasury,Enterprise,10738.0,2,67,54,30,6,23.2,2,0,6.9,3.0,0
ACC100382,Asset Mgmt,Growth,2557.0,5,56,17,4,1,12.5,0,0,5.7,2.0,0
ACC100383,Corporate Treasury,Growth,1754.0,26,38,18,11,3,18.3,4,2,10.4,2.0,1
ACC100384,Corporate Treasury,Starter,464.0,31,10,7,17,4,16.8,2,0,10.3,3.0,0
ACC100385,Banking,Enterprise,11851.0,25,131,95,27,10,37.4,5,0,4.4,9.0,0
ACC100386,Banking,Growth,2955.0,57,19,16,35,10,41.4,4,3,3.3,9.0,0
ACC100387,Corporate Treasury,Enterprise,13447.0,14,125,91,30,7,23.2,4,1,3.6,4.0,0
ACC100388,Banking,Starter,605.0,24,12,7,9,2,13.6,2,2,10.8,4.0,0
ACC100389,Brokerage,Enterprise,11109.0,15,198,120,17,7,29.7,2,0,5.0,9.0,0
ACC100390,Banking,Growth,1961.0,18,13,9,33,7,25.4,0,0,5.3,4.0,0
ACC100391,Brokerage,Starter,470.0,35,14,5,16,4,18.3,5,3,8.3,6.0,0
ACC100392,Corporate Treasury,Growth,3195.0,19,21,11,48,10,37.9,3,0,5.5,7.0,0
ACC100393,Insurance,Growth,2071.0,19,44,22,38,10,44.9,2,0,5.8,8.0,0
ACC100394,Asset Mgmt,Starter,402.0,40,8,4,15,5,14.4,2,2,8.6,5.0,0
ACC100395,Asset Mgmt,Growth,3167.0,49,47,32,22,7,27.9,5,0,6.1,4.0,0
ACC100396,Corporate Treasury,Enterprise,15239.0,13,162,55,19,4,25.6,4,0,10.1,4.0,1
ACC100397,Corporate Treasury,Starter,395.0,7,10,4,22,4,24.6,2,1,6.5,5.0,0
ACC100398,Asset Mgmt,Growth,2904.0,15,56,28,19,6,24.1,4,1,5.5,5.0,1
ACC100399,Insurance,Growth,2395.0,35,36,23,8,4,16.5,1,1,11.9,3.0,1
ACC100400,Brokerage,Starter,498.0,57,12,5,10,6,26.5,6,2,10.1,4.0,0
ACC100401,Asset Mgmt,Enterprise,11991.0,10,74,53,23,8,35.3,7,0,1.5,8.0,0
ACC100402,Corporate Treasury,Growth,3203.0,3,33,16,5,2,18.4,5,0,9.4,1.0,1
ACC100403,Banking,Starter,405.0,32,12,8,15,5,26.9,1,1,9.8,6.0,0
ACC100404,Brokerage,Enterprise,13966.0,59,259,237,21,10,30.8,4,1,4.6,10.0,0
ACC100405,Banking,Enterprise,8441.0,33,206,65,6,2,3.1,3,1,10.2,0.0,1
ACC100406,Asset Mgmt,Starter,539.0,55,9,4,37,8,27.7,5,1,3.2,4.0,0
ACC100407,Insurance,Enterprise,13099.0,38,245,99,13,5,13.0,1,0,6.7,4.0,1
ACC100408,Asset Mgmt,Starter,576.0,2,10,7,22,6,30.3,5,2,5.6,3.0,0
ACC100409,Banking,Enterprise,15067.0,26,104,54,12,7,19.2,0,0,9.3,4.0,0
ACC100410,Corporate Treasury,Growth,2881.0,46,20,6,2,1,5.4,3,2,10.0,0.0,1
ACC100411,Banking,Growth,2848.0,31,51,22,27,6,19.6,1,1,7.5,8.0,0
ACC100412,Brokerage,Starter,426.0,12,3,1,11,4,10.7,2,1,9.4,5.0,0
ACC100413,Banking,Enterprise,15548.0,11,211,130,36,8,38.1,1,1,5.0,6.0,0
ACC100414,Asset Mgmt,Starter,491.0,40,8,4,12,6,22.6,7,1,6.8,2.0,0
ACC100415,Brokerage,Starter,475.0,28,5,2,13,4,29.3,1,0,5.8,3.0,0
ACC100416,Banking,Starter,501.0,34,14,7,7,4,25.1,3,0,7.9,1.0,0
ACC100417,Banking,Growth,2341.0,23,27,13,23,8,32.0,5,0,4.6,8.0,0
ACC100418,Corporate Treasury,Starter,528.0,21,3,3,31,11,32.7,3,0,1.3,10.0,0
ACC100419,Banking,Enterprise,10917.0,40,237,196,34,9,32.0,5,3,7.6,6.0,0
ACC100420,Brokerage,Growth,2110.0,1,19,14,21,8,42.6,3,1,9.3,6.0,0
ACC100421,Insurance,Starter,628.0,26,3,1,6,1,11.6,5,0,12.9,0.0,1
ACC100422,Brokerage,Starter,628.0,22,8,5,17,6,25.8,4,0,9.6,5.0,0
ACC100423,Asset Mgmt,Starter,499.0,46,8,5,20,8,29.2,3,1,3.9,9.0,0
ACC100424,Banking,Growth,3193.0,43,53,21,10,3,19.1,1,0,9.2,1.0,0
ACC100425,Brokerage,Enterprise,11393.0,26,205,75,16,4,20.6,2,0,6.8,4.0,0
ACC100426,Corporate Treasury,Starter,466.0,16,3,3,43,9,37.2,4,0,4.5,7.0,0
ACC100427,Brokerage,Enterprise,15002.0,14,218,105,20,5,25.9,2,0,6.4,3.0,0
ACC100428,Asset Mgmt,Starter,540.0,13,5,4,34,10,43.6,3,0,1.6,10.0,0
ACC100429,Insurance,Enterprise,13890.0,17,118,69,56,11,45.1,4,1,0.5,8.0,1
ACC100430,Insurance,Enterprise,11372.0,45,156,139,26,10,29.3,3,1,4.9,8.0,0
ACC100431,Insurance,Growth,2361.0,3,22,7,10,2,6.5,3,3,12.8,0.0,1
ACC100432,Asset Mgmt,Growth,1875.0,2,11,11,31,10,36.4,6,1,5.5,10.0,0
ACC100433,Asset Mgmt,Enterprise,15361.0,32,158,41,5,2,11.0,3,0,12.0,1.0,0
ACC100434,Corporate Treasury,Starter,418.0,14,9,4,17,6,32.1,2,2,8.7,3.0,1
ACC100435,Banking,Starter,498.0,50,3,2,17,5,31.0,5,0,7.4,4.0,0
ACC100436,Asset Mgmt,Starter,384.0,45,6,3,20,6,27.3,1,0,3.7,5.0,0
ACC100437,Asset Mgmt,Growth,2720.0,46,29,13,15,8,35.3,5,0,3.0,9.0,0
ACC100438,Banking,Growth,2336.0,27,39,21,8,3,6.7,2,2,9.1,1.0,0
ACC100439,Banking,Growth,2901.0,26,21,21,31,9,33.9,4,1,0.5,8.0,0
ACC100440,Insurance,Enterprise,12204.0,26,193,85,15,4,14.9,4,0,10.0,2.0,1
ACC100441,Banking,Starter,389.0,12,12,8,30,6,22.4,3,0,7.7,7.0,0
ACC100442,Asset Mgmt,Growth,1766.0,34,20,6,6,1,11.9,2,2,12.1,2.0,1
ACC100443,Insurance,Starter,414.0,51,11,6,13,4,16.0,2,2,10.5,4.0,0
ACC100444,Brokerage,Starter,567.0,16,10,6,12,3,6.6,2,1,5.6,4.0,1
ACC100445,Banking,Growth,2993.0,4,11,7,19,5,25.3,1,1,6.4,4.0,0
ACC100446,Insurance,Enterprise,10858.0,34,299,128,18,4,24.5,1,1,6.3,4.0,0
ACC100447,Banking,Growth,2554.0,24,58,22,17,4,20.2,2,1,7.4,2.0,1
ACC100448,Insurance,Starter,422.0,48,11,7,22,5,22.4,3,2,6.0,4.0,0
ACC100449,Insurance,Growth,3071.0,51,14,5,3,1,3.7,2,1,6.9,2.0,1
ACC100450,Corporate Treasury,Starter,640.0,57,8,5,29,6,22.3,2,0,8.0,7.0,0
ACC100451,Insurance,Enterprise,13821.0,24,128,43,14,4,22.5,1,1,11.7,4.0,0
ACC100452,Brokerage,Growth,1883.0,54,30,18,16,7,25.8,3,0,4.4,5.0,0
ACC100453,Banking,Starter,481.0,7,11,7,17,5,30.5,2,1,6.9,6.0,0
ACC100454,Banking,Starter,647.0,22,10,5,19,7,33.5,3,1,7.7,6.0,0
ACC100455,Banking,Starter,419.0,16,3,2,8,3,18.3,4,0,9.0,4.0,0
ACC100456,Asset Mgmt,Enterprise,13227.0,55,288,196,31,8,45.2,1,0,6.5,10.0,0
ACC100457,Banking,Growth,3158.0,36,31,18,13,3,22.7,1,1,7.1,2.0,0
ACC100458,Banking,Growth,2910.0,22,56,29,28,6,22.4,8,2,8.3,6.0,0
ACC100459,Asset Mgmt,Growth,2663.0,9,42,25,36,7,24.6,4,0,6.6,4.0,0
ACC100460,Brokerage,Growth,2510.0,47,25,25,30,10,36.3,5,1,2.7,8.0,0
ACC100461,Brokerage,Starter,629.0,39,9,5,10,4,19.1,3,0,8.3,5.0,0
ACC100462,Banking,Enterprise,11242.0,51,233,68,5,3,9.8,2,2,5.6,1.0,1
ACC100463,Brokerage,Starter,620.0,26,12,10,30,6,19.6,2,0,6.4,5.0,0
ACC100464,Asset Mgmt,Growth,2397.0,9,29,14,13,4,20.9,4,2,8.4,4.0,0
ACC100465,Insurance,Growth,2885.0,20,22,19,26,9,39.7,2,0,3.6,8.0,0
ACC100466,Asset Mgmt,Growth,3124.0,37,42,12,8,2,21.7,1,1,8.4,0.0,0
ACC100467,Insurance,Enterprise,12365.0,15,176,148,13,7,29.1,4,1,8.8,9.0,0
ACC100468,Corporate Treasury,Starter,443.0,5,13,9,18,5,23.4,2,1,10.6,2.0,0
ACC100469,Corporate Treasury,Growth,1826.0,49,49,29,33,7,19.8,7,0,6.1,5.0,1
ACC100470,Insurance,Growth,2964.0,32,55,21,18,4,24.3,1,0,9.0,1.0,0
ACC100471,Corporate Treasury,Growth,2683.0,24,59,28,10,3,10.4,3,0,5.8,1.0,1
ACC100472,Corporate Treasury,Starter,429.0,33,10,3,7,4,18.3,3,2,6.8,3.0,1
ACC100473,Banking,Starter,613.0,44,12,4,4,2,10.7,4,2,9.6,3.0,0
ACC100474,Asset Mgmt,Starter,626.0,1,3,2,14,5,21.9,2,2,5.4,4.0,1
ACC100475,Banking,Starter,616.0,26,5,2,18,6,17.8,6,1,8.9,5.0,1
ACC100476,Corporate Treasury,Growth,2652.0,16,30,24,12,6,19.8,5,1,6.1,5.0,0
ACC100477,Insurance,Growth,3215.0,6,27,16,15,4,13.9,4,1,6.2,2.0,0
ACC100478,Corporate Treasury,Growth,3062.0,3,46,26,20,7,25.2,0,0,10.2,3.0,0
ACC100479,Insurance,Growth,1906.0,26,45,31,30,9,40.7,4,3,8.2,6.0,0
ACC100480,Asset Mgmt,Growth,3222.0,33,50,31,9,4,15.2,4,2,10.5,5.0,1
ACC100481,Banking,Starter,515.0,30,6,4,21,7,23.6,1,1,2.6,4.0,0
ACC100482,Brokerage,Growth,3130.0,47,53,51,32,8,34.8,1,1,8.3,5.0,0
ACC100483,Asset Mgmt,Starter,578.0,28,3,1,5,3,15.1,3,1,12.8,3.0,1
ACC100484,Banking,Starter,544.0,35,5,2,17,5,32.0,3,0,4.3,5.0,0
ACC100485,Asset Mgmt,Growth,2240.0,49,20,14,28,8,35.3,1,1,1.2,4.0,0
ACC100486,Brokerage,Growth,1791.0,39,41,25,42,11,31.4,1,1,1.8,10.0,0
ACC100487,Asset Mgmt,Starter,433.0,54,7,2,6,1,13.0,2,0,11.7,2.0,1
ACC100488,Brokerage,Growth,2779.0,14,52,20,7,2,13.5,5,2,13.6,0.0,1
ACC100489,Insurance,Growth,3045.0,47,52,34,42,10,47.4,4,1,0.5,6.0,0
ACC100490,Brokerage,Growth,1754.0,42,50,23,31,7,26.4,1,1,10.0,7.0,0
ACC100491,Corporate Treasury,Growth,2062.0,35,13,4,10,2,17.4,3,1,6.9,2.0,1
ACC100492,Banking,Growth,2760.0,1,44,15,17,4,16.3,1,1,10.5,3.0,1
ACC100493,Insurance,Starter,435.0,32,3,2,31,8,34.1,2,1,5.0,5.0,0
ACC100494,Insurance,Growth,1963.0,51,59,15,9,2,6.7,7,4,12.8,5.0,1
ACC100495,Asset Mgmt,Growth,1873.0,39,27,22,16,6,17.3,3,1,8.0,3.0,0
ACC100496,Insurance,Growth,2707.0,1,48,16,16,3,20.6,3,1,9.1,2.0,0
ACC100497,Banking,Growth,2642.0,17,30,8,7,3,15.9,2,2,10.6,4.0,1
ACC100498,Corporate Treasury,Starter,608.0,34,10,7,11,4,13.1,3,1,6.8,4.0,1
ACC100499,Brokerage,Growth,2222.0,48,26,19,13,6,29.2,5,0,6.7,5.0,0
ACC100500,Banking,Growth,1955.0,27,22,10,21,5,7.4,5,1,5.3,2.0,0
ACC100501,Insurance,Enterprise,14154.0,51,238,231,28,9,30.7,1,1,6.0,5.0,0
ACC100502,Corporate Treasury,Enterprise,15515.0,47,251,246,38,9,27.1,2,0,6.8,8.0,0
ACC100503,Banking,Growth,2291.0,16,16,15,32,9,42.6,4,1,5.0,7.0,0
ACC100504,Asset Mgmt,Growth,3048.0,12,38,24,17,6,21.4,2,0,7.8,7.0,0
ACC100505,Asset Mgmt,Growth,2894.0,54,38,26,31,7,27.7,5,1,5.8,4.0,0
ACC100506,Banking,Starter,623.0,35,13,8,11,3,18.0,4,0,13.9,2.0,0
ACC100507,Brokerage,Enterprise,11455.0,51,110,86,38,10,42.9,4,0,3.5,9.0,0
ACC100508,Insurance,Growth,1902.0,55,34,30,37,8,35.7,5,1,2.1,6.0,0
ACC100509,Corporate Treasury,Starter,386.0,26,11,5,17,7,32.2,1,0,7.3,5.0,0
ACC100510,Insurance,Starter,579.0,3,5,3,13,4,17.5,3,1,8.6,3.0,0
ACC100511,Brokerage,Enterprise,14616.0,54,67,67,22,10,43.5,2,0,7.6,10.0,0
ACC100512,Brokerage,Starter,487.0,35,4,1,14,4,14.9,3,2,8.7,2.0,1
ACC100513,Corporate Treasury,Starter,368.0,8,13,8,39,9,33.6,4,2,1.6,5.0,0
ACC100514,Asset Mgmt,Starter,370.0,32,5,4,13,7,20.2,5,1,9.7,6.0,0
ACC100515,Insurance,Starter,530.0,2,7,6,14,7,38.3,5,0,6.4,6.0,0
ACC100516,Brokerage,Starter,626.0,18,8,4,10,2,8.3,4,1,8.8,0.0,1
ACC100517,Insurance,Growth,2349.0,21,29,16,9,2,19.3,6,0,14.7,3.0,1
ACC100518,Insurance,Starter,545.0,27,12,7,33,11,44.7,4,0,2.7,10.0,0
ACC100519,Banking,Enterprise,12302.0,34,92,88,31,11,42.0,2,1,1.9,8.0,0
ACC100520,Brokerage,Enterprise,14806.0,50,119,88,19,7,31.3,2,1,7.8,4.0,0
ACC100521,Corporate Treasury,Starter,600.0,21,13,5,8,4,13.1,4,2,10.6,5.0,0
ACC100522,Asset Mgmt,Starter,410.0,44,4,2,28,8,40.2,4,1,7.1,6.0,0
ACC100523,Insurance,Growth,2766.0,56,38,28,26,7,26.3,5,1,8.9,6.0,0
ACC100524,Insurance,Starter,604.0,45,4,3,44,10,42.0,1,1,0.5,8.0,0
ACC100525,Banking,Starter,629.0,16,3,1,10,3,11.6,1,0,11.3,3.0,0
ACC100526,Brokerage,Enterprise,12647.0,40,191,125,16,8,22.9,3,1,5.9,7.0,0
ACC100527,Brokerage,Enterprise,9667.0,17,115,72,13,5,31.0,4,1,8.3,6.0,1
ACC100528,Brokerage,Growth,2587.0,29,54,17,5,1,6.0,3,2,10.0,2.0,0
ACC100529,Asset Mgmt,Starter,550.0,38,6,2,11,3,16.9,2,2,8.8,0.0,0
ACC100530,Asset Mgmt,Growth,2159.0,18,37,19,14,3,1.3,2,0,8.7,2.0,0
ACC100531,Banking,Growth,3210.0,1,16,13,25,8,32.4,3,0,5.3,7.0,1
ACC100532,Corporate Treasury,Starter,419.0,50,4,3,11,6,27.5,5,1,2.7,4.0,0
ACC100533,Asset Mgmt,Growth,3117.0,43,15,9,34,7,30.1,2,2,7.3,8.0,1
ACC100534,Brokerage,Starter,478.0,8,5,4,18,6,25.7,2,0,8.7,6.0,0
ACC100535,Brokerage,Starter,350.0,23,6,6,21,11,39.1,2,0,4.2,6.0,0
ACC100536,Banking,Growth,2565.0,16,24,7,2,0,10.9,1,1,12.8,0.0,1
ACC100537,Brokerage,Starter,538.0,58,12,5,12,3,7.8,4,1,11.6,2.0,0
ACC100538,Banking,Starter,611.0,56,10,10,32,10,36.9,5,1,4.2,7.0,0
ACC100539,Insurance,Enterprise,12292.0,41,75,37,22,6,31.8,3,2,11.5,6.0,0
ACC100540,Insurance,Enterprise,9078.0,27,294,243,25,8,24.4,4,0,5.3,8.0,0
ACC100541,Brokerage,Growth,3140.0,4,37,23,26,6,24.0,4,2,9.1,5.0,0
ACC100542,Corporate Treasury,Enterprise,12471.0,15,157,99,33,8,24.8,4,2,3.9,7.0,0
ACC100543,Brokerage,Enterprise,10355.0,6,237,190,26,6,28.0,6,0,6.4,7.0,0
ACC100544,Insurance,Starter,620.0,47,13,7,14,8,31.3,1,1,7.7,8.0,0
ACC100545,Brokerage,Growth,1931.0,6,44,12,10,3,10.3,3,0,9.2,4.0,0
ACC100546,Brokerage,Starter,379.0,40,6,2,8,2,11.6,4,0,9.2,2.0,0
ACC100547,Brokerage,Starter,511.0,57,7,4,7,3,14.2,2,0,10.5,1.0,1
ACC100548,Insurance,Growth,2687.0,19,23,15,22,9,31.6,4,0,4.7,10.0,0
ACC100549,Asset Mgmt,Growth,2516.0,41,33,28,41,9,31.9,4,2,2.9,8.0,0
ACC100550,Brokerage,Growth,3143.0,52,48,31,48,11,37.5,4,0,2.3,7.0,0
ACC100551,Corporate Treasury,Starter,429.0,26,4,3,39,8,20.1,2,1,5.8,6.0,0
ACC100552,Brokerage,Starter,647.0,27,4,3,28,8,37.8,3,0,0.5,7.0,0
ACC100553,Insurance,Enterprise,8539.0,12,95,66,24,12,49.6,2,0,2.4,10.0,0
ACC100554,Brokerage,Starter,386.0,26,4,3,19,11,33.1,2,0,1.0,9.0,0
ACC100555,Corporate Treasury,Starter,406.0,52,8,3,16,4,24.7,5,0,8.1,1.0,1
ACC100556,Corporate Treasury,Starter,374.0,40,8,3,19,4,21.4,3,1,5.9,4.0,0
ACC100557,Banking,Growth,2407.0,12,33,17,16,5,16.2,4,1,7.1,3.0,0
